﻿Niveau d'eau quotidien (m) (PARAM = 2)
 ID,PARAM,Date,Valeur,SYM
02LA015,2,1965/10/24,42.39,
02LA015,2,1965/10/25,42.25,
02LA015,2,1965/10/26,42.25,
02LA015,2,1965/10/27,42.24,
02LA015,2,1965/10/28,42.19,
02LA015,2,1965/10/29,42.14,
02LA015,2,1965/10/30,42.06,
02LA015,2,1965/10/31,42.04,
02LA015,2,1965/11/01,42.08,
02LA015,2,1965/11/02,42.10,
02LA015,2,1965/11/03,42.10,
02LA015,2,1965/11/04,42.09,
02LA015,2,1965/11/05,42.10,
02LA015,2,1965/11/06,42.13,
02LA015,2,1965/11/07,42.09,
02LA015,2,1965/11/08,42.01,
02LA015,2,1965/11/09,41.92,
02LA015,2,1965/11/10,41.88,
02LA015,2,1965/11/11,41.94,
02LA015,2,1965/11/12,41.97,
02LA015,2,1965/11/13,41.91,
02LA015,2,1965/11/14,41.78,
02LA015,2,1965/11/15,41.82,
02LA015,2,1965/11/16,41.94,
02LA015,2,1965/11/17,41.99,
02LA015,2,1965/11/18,41.89,
02LA015,2,1965/11/19,41.87,
02LA015,2,1965/11/20,41.94,
02LA015,2,1965/11/21,41.95,
02LA015,2,1965/11/22,41.95,
02LA015,2,1965/11/23,41.92,
02LA015,2,1965/11/24,41.93,
02LA015,2,1965/11/25,41.93,
02LA015,2,1965/11/26,41.93,
02LA015,2,1965/11/27,42.06,
02LA015,2,1965/11/28,41.92,
02LA015,2,1965/11/29,41.95,
02LA015,2,1965/11/30,41.96,
02LA015,2,1965/12/01,41.89,
02LA015,2,1965/12/02,41.96,
02LA015,2,1965/12/03,42.00,
02LA015,2,1965/12/04,41.92,
02LA015,2,1965/12/05,41.89,
02LA015,2,1965/12/06,41.92,
02LA015,2,1965/12/07,41.89,
02LA015,2,1965/12/08,41.89,
02LA015,2,1965/12/09,41.86,
02LA015,2,1965/12/10,41.81,
02LA015,2,1965/12/11,41.86,
02LA015,2,1965/12/12,41.86,
02LA015,2,1965/12/13,42.17,
02LA015,2,1965/12/14,42.17,
02LA015,2,1965/12/15,42.13,
02LA015,2,1965/12/16,42.07,
02LA015,2,1965/12/17,42.01,
02LA015,2,1965/12/18,42.00,
02LA015,2,1965/12/19,41.93,
02LA015,2,1965/12/20,42.14,
02LA015,2,1965/12/21,42.27,
02LA015,2,1965/12/22,42.21,
02LA015,2,1965/12/23,42.17,
02LA015,2,1965/12/24,42.11,
02LA015,2,1965/12/25,42.03,
02LA015,2,1965/12/26,42.01,
02LA015,2,1965/12/27,42.07,
02LA015,2,1965/12/28,42.18,
02LA015,2,1965/12/29,42.18,
02LA015,2,1965/12/30,42.10,
02LA015,2,1965/12/31,42.04,
02LA015,2,1966/01/01,42.02,
02LA015,2,1966/01/02,42.22,
02LA015,2,1966/01/03,42.32,
02LA015,2,1966/01/04,42.26,
02LA015,2,1966/01/05,42.21,
02LA015,2,1966/01/06,42.23,
02LA015,2,1966/01/07,42.23,
02LA015,2,1966/01/08,42.18,
02LA015,2,1966/01/09,42.03,
02LA015,2,1966/01/10,42.02,
02LA015,2,1966/01/11,42.06,
02LA015,2,1966/01/12,42.04,
02LA015,2,1966/01/13,42.04,
02LA015,2,1966/01/14,42.09,
02LA015,2,1966/01/15,42.08,
02LA015,2,1966/01/16,42.08,
02LA015,2,1966/01/17,42.10,
02LA015,2,1966/01/18,42.10,
02LA015,2,1966/01/19,42.11,
02LA015,2,1966/01/20,42.06,
02LA015,2,1966/01/21,42.08,
02LA015,2,1966/01/22,42.09,
02LA015,2,1966/01/23,41.99,
02LA015,2,1966/01/24,42.01,
02LA015,2,1966/01/25,42.09,
02LA015,2,1966/01/26,42.08,
02LA015,2,1966/01/27,42.06,
02LA015,2,1966/01/28,42.07,
02LA015,2,1966/01/29,42.04,
02LA015,2,1966/01/30,41.99,
02LA015,2,1966/01/31,42.01,
02LA015,2,1966/02/01,42.04,
02LA015,2,1966/02/02,42.02,
02LA015,2,1966/02/03,42.02,
02LA015,2,1966/02/04,42.00,
02LA015,2,1966/02/05,41.91,
02LA015,2,1966/02/06,41.84,
02LA015,2,1966/02/07,41.92,
02LA015,2,1966/02/08,42.00,
02LA015,2,1966/02/09,42.01,
02LA015,2,1966/02/10,42.00,
02LA015,2,1966/02/11,41.99,
02LA015,2,1966/02/12,41.97,
02LA015,2,1966/02/13,42.01,
02LA015,2,1966/02/14,42.04,
02LA015,2,1966/02/15,42.11,
02LA015,2,1966/02/16,42.11,
02LA015,2,1966/02/17,42.11,
02LA015,2,1966/02/18,42.15,
02LA015,2,1966/02/19,42.14,
02LA015,2,1966/02/20,42.07,
02LA015,2,1966/02/21,42.11,
02LA015,2,1966/02/22,42.20,
02LA015,2,1966/02/23,42.17,
02LA015,2,1966/02/24,42.18,
02LA015,2,1966/02/25,42.19,
02LA015,2,1966/02/26,42.14,
02LA015,2,1966/02/27,42.08,
02LA015,2,1966/02/28,42.07,
02LA015,2,1966/03/01,42.21,
02LA015,2,1966/03/02,42.26,
02LA015,2,1966/03/03,42.32,
02LA015,2,1966/03/04,42.44,
02LA015,2,1966/03/05,42.51,
02LA015,2,1966/03/06,42.62,
02LA015,2,1966/03/07,42.78,
02LA015,2,1966/03/08,42.66,
02LA015,2,1966/03/09,42.61,
02LA015,2,1966/03/10,42.53,
02LA015,2,1966/03/11,42.48,
02LA015,2,1966/03/12,42.33,
02LA015,2,1966/03/13,42.22,
02LA015,2,1966/03/14,42.14,
02LA015,2,1966/03/15,42.13,
02LA015,2,1966/03/16,42.18,
02LA015,2,1966/03/17,42.21,
02LA015,2,1966/03/18,42.13,
02LA015,2,1966/03/19,42.15,
02LA015,2,1966/03/20,42.29,
02LA015,2,1966/03/21,42.32,
02LA015,2,1966/03/22,42.32,
02LA015,2,1966/03/23,42.26,
02LA015,2,1966/03/24,42.27,
02LA015,2,1966/03/25,42.32,
02LA015,2,1966/03/26,42.27,
02LA015,2,1966/03/27,42.07,
02LA015,2,1966/03/28,42.01,
02LA015,2,1966/03/29,42.06,
02LA015,2,1966/03/30,42.07,
02LA015,2,1966/03/31,42.02,
02LA015,2,1966/04/01,42.02,
02LA015,2,1966/04/02,41.93,
02LA015,2,1966/04/03,41.76,
02LA015,2,1966/04/04,41.81,
02LA015,2,1966/04/05,41.96,
02LA015,2,1966/04/06,41.93,
02LA015,2,1966/04/07,41.87,
02LA015,2,1966/04/08,41.89,
02LA015,2,1966/04/09,41.73,
02LA015,2,1966/04/10,41.57,
02LA015,2,1966/04/11,41.64,
02LA015,2,1966/04/12,41.88,
02LA015,2,1966/04/13,41.87,
02LA015,2,1966/04/14,41.90,
02LA015,2,1966/04/15,41.99,
02LA015,2,1966/04/16,42.08,
02LA015,2,1966/04/17,41.98,
02LA015,2,1966/04/18,42.04,
02LA015,2,1966/04/19,42.18,
02LA015,2,1966/04/20,42.27,
02LA015,2,1966/04/21,42.31,
02LA015,2,1966/04/22,42.34,
02LA015,2,1966/04/23,42.42,
02LA015,2,1966/04/24,42.55,
02LA015,2,1966/04/25,42.76,
02LA015,2,1966/04/26,42.90,
02LA015,2,1966/04/27,42.88,
02LA015,2,1966/04/28,42.92,
02LA015,2,1966/04/29,42.77,
02LA015,2,1966/04/30,42.64,
02LA015,2,1966/05/01,42.40,
02LA015,2,1966/05/02,42.40,
02LA015,2,1966/05/03,42.49,
02LA015,2,1966/05/04,42.37,
02LA015,2,1966/05/05,42.18,
02LA015,2,1966/05/06,42.12,
02LA015,2,1966/05/07,42.03,
02LA015,2,1966/05/08,41.88,
02LA015,2,1966/05/09,41.91,
02LA015,2,1966/05/10,41.99,
02LA015,2,1966/05/11,41.96,
02LA015,2,1966/05/12,42.00,
02LA015,2,1966/05/13,41.98,
02LA015,2,1966/05/14,41.93,
02LA015,2,1966/05/15,41.84,
02LA015,2,1966/05/16,41.85,
02LA015,2,1966/05/17,41.82,
02LA015,2,1966/05/18,41.82,
02LA015,2,1966/05/19,41.83,
02LA015,2,1966/05/20,,
02LA015,2,1966/05/21,,
02LA015,2,1966/05/22,,
02LA015,2,1966/05/23,,
02LA015,2,1966/05/24,,
02LA015,2,1966/05/25,,
02LA015,2,1966/05/26,,
02LA015,2,1966/05/27,,
02LA015,2,1966/05/28,,
02LA015,2,1966/05/29,,
02LA015,2,1966/05/30,,
02LA015,2,1966/05/31,,
02LA015,2,1966/06/01,,
02LA015,2,1966/06/02,41.78,
02LA015,2,1966/06/03,41.77,
02LA015,2,1966/06/04,41.77,
02LA015,2,1966/06/05,41.73,
02LA015,2,1966/06/06,41.78,
02LA015,2,1966/06/07,41.84,
02LA015,2,1966/06/08,41.82,
02LA015,2,1966/06/09,41.83,
02LA015,2,1966/06/10,41.89,
02LA015,2,1966/06/11,41.86,
02LA015,2,1966/06/12,41.81,
02LA015,2,1966/06/13,41.85,
02LA015,2,1966/06/14,41.89,
02LA015,2,1966/06/15,41.85,
02LA015,2,1966/06/16,41.83,
02LA015,2,1966/06/17,41.82,
02LA015,2,1966/06/18,41.82,
02LA015,2,1966/06/19,41.72,
02LA015,2,1966/06/20,41.79,
02LA015,2,1966/06/21,,
02LA015,2,1966/06/22,,
02LA015,2,1966/06/23,,
02LA015,2,1966/06/24,,
02LA015,2,1966/06/25,,
02LA015,2,1966/06/26,,
02LA015,2,1966/06/27,,
02LA015,2,1966/06/28,,
02LA015,2,1966/06/29,,
02LA015,2,1966/06/30,,
02LA015,2,1966/07/01,,
02LA015,2,1966/07/02,,
02LA015,2,1966/07/03,,
02LA015,2,1966/07/04,,
02LA015,2,1966/07/05,41.45,
02LA015,2,1966/07/06,41.46,
02LA015,2,1966/07/07,41.48,
02LA015,2,1966/07/08,41.44,
02LA015,2,1966/07/09,41.45,
02LA015,2,1966/07/10,41.29,
02LA015,2,1966/07/11,41.38,
02LA015,2,1966/07/12,41.44,
